tube_assembly_id,component_id,quantity
TA-14969,C-1630,1.0
TA-14969,C-1647,1.0
TA-14970,C-1628,2.0
TA-14970,C-0578,2.0
TA-14971,C-1459,1.0
TA-14971,C-1866,1.0
TA-14971,C-1867,1.0
TA-14972,C-1623,1.0
TA-14972,C-1630,1.0
TA-14972,C-1647,1.0
TA-14973,C-1623,1.0
TA-14973,C-1630,1.0
TA-14973,C-1647,1.0
TA-14974,C-1623,1.0
TA-14974,C-1630,1.0
TA-14974,C-1647,1.0
TA-14975,C-1623,1.0
TA-14975,C-1630,1.0
TA-14975,C-1647,1.0
TA-14976,C-0552,1.0
TA-14976,C-1069,1.0
TA-14977,C-1620,2.0
TA-14977,C-1627,2.0
TA-14978,C-1637,2.0
TA-14979,C-1637,2.0
TA-14980,C-1637,2.0
TA-14981,C-1620,2.0
TA-14981,C-1627,2.0
TA-14982,C-1620,2.0
TA-14982,C-1627,2.0
TA-14983,C-1620,2.0
TA-14983,C-1627,2.0
TA-14984,C-1637,2.0
TA-14985,C-1637,2.0
TA-14986,C-1637,2.0
TA-14987,C-1637,2.0
TA-14988,C-1637,2.0
TA-14989,C-1620,2.0
TA-14989,C-1627,2.0
TA-14990,C-1620,2.0
TA-14990,C-1627,2.0
TA-14991,C-1620,2.0
TA-14991,C-1627,2.0
TA-14992,C-1620,2.0
TA-14992,C-1627,2.0
TA-14993,C-1637,2.0
TA-14994,C-1637,2.0
TA-14995,C-1637,2.0
TA-14996,C-1637,2.0
TA-14997,C-1620,2.0
TA-14997,C-1627,2.0
TA-14998,C-1620,2.0
TA-14998,C-1627,2.0
TA-14999,C-1620,2.0
TA-14999,C-1627,2.0
TA-15000,C-1620,2.0
TA-15000,C-1627,2.0
TA-15001,C-1620,1.0
TA-15001,C-1627,1.0
TA-15001,C-1637,1.0
TA-15002,C-1622,2.0
TA-15002,C-1629,2.0
TA-15003,C-1621,1.0
TA-15003,C-1628,1.0
TA-15003,C-1638,1.0
TA-15004,C-1638,2.0
TA-15005,C-1639,2.0
TA-15006,C-1639,2.0
TA-15007,C-1620,1.0
TA-15007,C-1627,1.0
TA-15007,C-1637,1.0
TA-15008,C-1620,2.0
TA-15008,C-1627,2.0
TA-15009,C-1620,2.0
TA-15009,C-1627,2.0
TA-15010,C-1620,2.0
TA-15010,C-1627,2.0
TA-15011,C-1620,2.0
TA-15011,C-1627,2.0
TA-15012,C-1620,2.0
TA-15012,C-1627,2.0
TA-15013,C-1620,2.0
TA-15013,C-1627,2.0
TA-15014,C-1620,2.0
TA-15014,C-1627,2.0
TA-15015,C-1475,2.0
TA-15016,C-1475,2.0
TA-15017,C-1622,2.0
TA-15017,C-1629,2.0
TA-15018,C-0552,1.0
TA-15018,C-1069,1.0
TA-15021,C-1620,2.0
TA-15021,C-1627,2.0
TA-15022,C-1536,1.0
TA-15022,C-1625,1.0
TA-15022,C-1632,1.0
TA-15022,C-1642,1.0
TA-15023,C-1622,2.0
TA-15023,C-1629,2.0
TA-15024,C-1623,1.0
TA-15024,C-1630,1.0
TA-15024,C-1640,1.0
TA-15024,C-0348,1.0
TA-15025,C-1645,2.0
TA-15026,C-1645,2.0
TA-15027,C-0444,2.0
TA-15027,C-0445,2.0
TA-15028,C-0444,2.0
TA-15028,C-0445,2.0
TA-15029,C-1626,1.0
TA-15029,C-0583,1.0
TA-15030,C-1642,2.0
TA-15031,C-0816,1.0
TA-15031,C-1588,1.0
TA-15031,C-1611,1.0
TA-15031,C-1894,1.0
TA-15031,C-0890,1.0
TA-15032,C-1595,1.0
TA-15032,C-1985,1.0
TA-15032,C-0203,1.0
TA-15032,C-1010,1.0
TA-15032,C-1070,1.0
TA-15033,C-1511,1.0
TA-15033,C-1595,1.0
TA-15033,C-0031,1.0
TA-15033,C-1007,1.0
TA-15033,C-1071,1.0
TA-15034,C-1845,1.0
TA-15034,C-1846,1.0
TA-15035,C-1845,1.0
TA-15035,C-1846,1.0
TA-15036,C-1845,1.0
TA-15036,C-1846,1.0
TA-15037,C-1845,1.0
TA-15037,C-1846,1.0
TA-15038,C-1845,1.0
TA-15038,C-1846,1.0
TA-15039,C-1845,1.0
TA-15039,C-1846,1.0
TA-15040,C-1243,2.0
TA-15040,C-1244,2.0
TA-15041,C-1622,1.0
TA-15041,C-1629,1.0
TA-15041,C-2004,1.0
TA-15042,C-1641,1.0
TA-15042,C-1648,1.0
TA-15043,C-1621,2.0
TA-15043,C-1628,2.0
TA-15044,C-1622,2.0
TA-15044,C-1629,2.0
TA-15045,C-1621,2.0
TA-15045,C-1628,2.0
TA-15046,C-1621,2.0
TA-15046,C-1628,2.0
TA-15047,C-1625,2.0
TA-15047,C-1632,2.0
TA-15048,C-1624,2.0
TA-15048,C-1631,2.0
TA-15049,C-1770,1.0
TA-15049,C-0976,1.0
TA-15050,C-0562,1.0
TA-15051,C-0562,1.0
TA-15052,C-1623,2.0
TA-15052,C-1630,2.0
TA-15053,C-1954,2.0
TA-15054,C-1845,1.0
TA-15054,C-1846,1.0
TA-15055,C-1845,1.0
TA-15055,C-1846,1.0
TA-15056,C-1640,2.0
TA-15057,C-1641,2.0
TA-15058,C-1641,2.0
TA-15060,C-1623,1.0
TA-15060,C-1630,1.0
TA-15060,C-1640,1.0
TA-15061,C-1845,1.0
TA-15061,C-1846,1.0
TA-15062,C-1845,1.0
TA-15062,C-1846,1.0
TA-15063,C-1623,1.0
TA-15063,C-1630,1.0
TA-15063,C-1647,1.0
TA-15064,C-1623,1.0
TA-15064,C-1630,1.0
TA-15064,C-1647,1.0
TA-15065,C-1495,1.0
TA-15065,C-1642,1.0
TA-15066,C-1624,2.0
TA-15066,C-1631,2.0
TA-15067,C-1624,1.0
TA-15067,C-1631,1.0
TA-15067,C-1999,1.0
TA-15068,C-1622,1.0
TA-15068,C-1629,1.0
TA-15068,C-1639,1.0
TA-15069,C-1845,1.0
TA-15069,C-1846,1.0
TA-15070,C-1641,1.0
TA-15070,C-2005,1.0
TA-15071,C-1622,1.0
TA-15071,C-1629,1.0
TA-15071,C-2004,1.0
TA-15072,C-1621,2.0
TA-15072,C-1628,2.0
TA-15073,C-1622,2.0
TA-15073,C-1629,2.0
TA-15074,C-1622,1.0
TA-15074,C-1629,1.0
TA-15074,C-2004,1.0
TA-15075,C-1622,2.0
TA-15075,C-1629,2.0
TA-15076,C-1624,1.0
TA-15076,C-1631,1.0
TA-15076,C-2005,1.0
TA-15077,C-1624,1.0
TA-15077,C-1631,1.0
TA-15077,C-2005,1.0
TA-15078,C-1622,1.0
TA-15078,C-1624,1.0
TA-15078,C-1629,1.0
TA-15078,C-1655,1.0
TA-15079,C-1622,1.0
TA-15079,C-1624,1.0
TA-15079,C-1629,1.0
TA-15079,C-1655,1.0
TA-15080,C-1907,1.0
TA-15081,C-1641,1.0
TA-15081,C-1648,1.0
TA-15082,C-1624,1.0
TA-15082,C-1631,1.0
TA-15082,C-1641,1.0
TA-15083,C-1623,2.0
TA-15083,C-1630,2.0
TA-15084,C-1624,1.0
TA-15084,C-1631,1.0
TA-15084,C-1641,1.0
TA-15085,C-1624,1.0
TA-15085,C-1631,1.0
TA-15085,C-1641,1.0
TA-15086,C-1631,2.0
TA-15087,C-1845,1.0
TA-15087,C-1846,1.0
TA-15088,C-1845,1.0
TA-15088,C-1846,1.0
TA-15089,C-0448,2.0
TA-15089,C-0449,2.0
TA-15090,C-1622,2.0
TA-15090,C-1629,2.0
TA-15091,C-1622,2.0
TA-15091,C-1629,2.0
TA-15092,C-1621,2.0
TA-15092,C-1628,2.0
TA-15093,C-1624,2.0
TA-15093,C-1631,2.0
TA-15094,C-1624,2.0
TA-15094,C-1631,2.0
TA-15095,C-1624,2.0
TA-15095,C-1631,2.0
TA-15096,C-1624,2.0
TA-15096,C-1631,2.0
TA-15097,C-1624,2.0
TA-15097,C-1631,2.0
TA-15098,C-1624,2.0
TA-15098,C-1631,2.0
TA-15099,C-1625,1.0
TA-15099,C-1632,1.0
TA-15099,C-1995,1.0
TA-15100,C-1495,1.0
TA-15100,C-1642,1.0
TA-15101,C-0064,1.0
TA-15101,C-0893,1.0
TA-15102,C-1642,1.0
TA-15102,C-1726,1.0
TA-15103,C-1622,1.0
TA-15103,C-1629,1.0
TA-15103,C-1639,1.0
TA-15104,C-1638,2.0
TA-15105,C-1638,2.0
TA-15106,C-1312,2.0
TA-15107,C-1312,2.0
TA-15108,C-1838,1.0
TA-15109,C-1312,2.0
TA-15110,C-2017,1.0
TA-15111,C-1625,1.0
TA-15111,C-1632,1.0
TA-15111,C-2032,1.0
TA-15112,C-1623,1.0
TA-15112,C-1630,1.0
TA-15112,C-1039,1.0
TA-15112,C-1040,1.0
TA-15113,C-1622,2.0
TA-15113,C-1629,2.0
TA-15114,C-0064,1.0
TA-15115,C-1427,1.0
TA-15116,C-1625,1.0
TA-15116,C-1632,1.0
TA-15116,C-1909,1.0
TA-15117,C-1625,1.0
TA-15117,C-1632,1.0
TA-15117,C-1909,1.0
TA-15118,C-0554,1.0
TA-15119,C-0554,1.0
TA-15120,C-1242,1.0
TA-15121,C-1242,1.0
TA-15122,C-1242,1.0
TA-15122,C-1639,1.0
TA-15122,C-0181,2.0
TA-15123,C-1242,1.0
TA-15123,C-0193,1.0
TA-15124,C-1845,1.0
TA-15124,C-1846,1.0
TA-15125,C-0923,2.0
TA-15126,C-1621,2.0
TA-15126,C-1628,2.0
TA-15127,C-1626,1.0
TA-15127,C-1633,1.0
TA-15127,C-1650,1.0
TA-15129,C-1708,1.0
TA-15130,C-1587,2.0
TA-15130,C-0284,1.0
TA-15130,C-1076,1.0
TA-15131,C-1587,2.0
TA-15131,C-0284,1.0
TA-15131,C-1076,1.0
TA-15132,C-1587,2.0
TA-15132,C-0284,1.0
TA-15132,C-1076,1.0
TA-15133,C-1626,2.0
TA-15133,C-1633,2.0
TA-15135,C-1624,2.0
TA-15135,C-1631,2.0
TA-15136,C-1624,2.0
TA-15136,C-1631,2.0
TA-15137,C-1624,2.0
TA-15137,C-1631,2.0
TA-15138,C-1624,2.0
TA-15138,C-1631,2.0
TA-15139,C-1624,2.0
TA-15139,C-1631,2.0
TA-15140,C-1624,2.0
TA-15140,C-1631,2.0
TA-15141,C-1624,2.0
TA-15141,C-1631,2.0
TA-15142,C-1624,2.0
TA-15142,C-1631,2.0
TA-15143,C-1845,2.0
TA-15143,C-1846,2.0
TA-15144,C-1845,1.0
TA-15144,C-1846,1.0
TA-15145,C-1845,1.0
TA-15145,C-1846,1.0
TA-15146,C-1845,1.0
TA-15146,C-1846,1.0
TA-15147,C-1845,2.0
TA-15147,C-1846,2.0
TA-15148,C-1845,2.0
TA-15148,C-1846,2.0
TA-15149,C-1845,1.0
TA-15149,C-1846,1.0
TA-15150,C-1845,1.0
TA-15150,C-1846,1.0
TA-15151,C-1845,1.0
TA-15151,C-1846,1.0
TA-15152,C-1845,1.0
TA-15152,C-1846,1.0
TA-15153,C-1845,1.0
TA-15153,C-1846,1.0
TA-15154,C-1845,1.0
TA-15154,C-1846,1.0
TA-15155,C-1845,1.0
TA-15155,C-1846,1.0
TA-15156,C-1641,2.0
TA-15157,C-1641,2.0
TA-15158,C-1638,2.0
TA-15159,C-1641,2.0
TA-15160,C-1625,1.0
TA-15160,C-1632,1.0
TA-15160,C-1642,1.0
TA-15161,C-1625,2.0
TA-15161,C-1632,2.0
TA-15162,C-1625,2.0
TA-15162,C-1632,2.0
TA-15163,C-1623,1.0
TA-15163,C-1630,1.0
TA-15163,C-1640,1.0
TA-15164,C-0474,1.0
TA-15164,C-1624,1.0
TA-15164,C-1631,1.0
TA-15164,C-1641,1.0
TA-15165,C-1621,1.0
TA-15165,C-1628,1.0
TA-15165,C-1638,1.0
TA-15166,C-1845,1.0
TA-15166,C-1846,1.0
TA-15167,C-1622,2.0
TA-15167,C-1629,2.0
TA-15168,C-1624,2.0
TA-15168,C-1631,2.0
TA-15169,C-1623,2.0
TA-15169,C-1630,2.0
TA-15170,C-1622,1.0
TA-15170,C-1629,1.0
TA-15171,C-1211,1.0
TA-15171,C-1648,1.0
TA-15172,C-1211,1.0
TA-15172,C-1648,1.0
TA-15173,C-1211,1.0
TA-15173,C-1648,1.0
TA-15174,C-1211,1.0
TA-15174,C-1648,1.0
TA-15175,C-1626,1.0
TA-15175,C-1633,1.0
TA-15175,C-0900,1.0
TA-15176,C-1626,2.0
TA-15176,C-1633,2.0
TA-15176,C-1048,2.0
TA-15177,C-1628,2.0
TA-15177,C-0578,2.0
TA-15178,C-1628,2.0
TA-15178,C-0578,2.0
TA-15179,C-1624,2.0
TA-15179,C-1631,2.0
TA-15180,C-1624,2.0
TA-15180,C-1631,2.0
TA-15181,C-1624,2.0
TA-15181,C-1631,2.0
TA-15182,C-1624,2.0
TA-15182,C-1631,2.0
TA-15183,C-1624,2.0
TA-15183,C-1631,2.0
TA-15184,C-1624,2.0
TA-15184,C-1631,2.0
TA-15185,C-1624,2.0
TA-15185,C-1631,2.0
TA-15186,C-1624,2.0
TA-15186,C-1631,2.0
TA-15187,C-1624,2.0
TA-15187,C-1631,2.0
TA-15188,C-0827,1.0
TA-15189,C-1621,2.0
TA-15189,C-1628,2.0
TA-15190,C-1621,2.0
TA-15190,C-1628,2.0
TA-15191,C-1621,2.0
TA-15191,C-1628,2.0
TA-15193,C-1639,1.0
TA-15193,C-2004,1.0
TA-15194,C-1209,1.0
TA-15194,C-1638,1.0
TA-15195,C-1624,1.0
TA-15195,C-1631,1.0
TA-15195,C-2005,1.0
TA-15196,C-1845,1.0
TA-15196,C-1846,1.0
TA-15197,C-1642,2.0
TA-15198,C-1845,2.0
TA-15198,C-1846,2.0
TA-15199,C-1845,2.0
TA-15199,C-1846,2.0
TA-15200,C-1623,2.0
TA-15200,C-1630,2.0
TA-15201,C-1623,2.0
TA-15201,C-1630,2.0
TA-15202,C-1642,1.0
TA-15202,C-1907,1.0
TA-15203,C-1625,1.0
TA-15203,C-1632,1.0
TA-15203,C-2032,1.0
TA-15204,C-1624,1.0
TA-15204,C-1631,1.0
TA-15204,C-2005,1.0
TA-15205,C-1625,2.0
TA-15205,C-1632,2.0
TA-15206,C-1624,1.0
TA-15206,C-1631,1.0
TA-15206,C-2005,1.0
TA-15207,C-1845,1.0
TA-15207,C-1846,1.0
TA-15208,C-1845,1.0
TA-15208,C-1846,1.0
TA-15209,C-1845,1.0
TA-15209,C-1846,1.0
TA-15210,C-1845,1.0
TA-15210,C-1846,1.0
TA-15211,C-1845,1.0
TA-15211,C-1846,1.0
TA-15212,C-1627,1.0
TA-15212,C-0134,1.0
TA-15213,C-1627,1.0
TA-15213,C-0134,1.0
TA-15215,C-0915,1.0
TA-15216,C-0376,1.0
TA-15217,C-0915,1.0
TA-15218,C-1622,1.0
TA-15218,C-1629,1.0
TA-15218,C-1885,1.0
TA-15219,C-1622,1.0
TA-15219,C-1629,1.0
TA-15219,C-1885,1.0
TA-15220,C-1627,1.0
TA-15220,C-0134,1.0
TA-15221,C-1627,1.0
TA-15221,C-0134,1.0
TA-15222,C-1420,2.0
TA-15222,C-1421,2.0
TA-15223,C-1623,1.0
TA-15223,C-1630,1.0
TA-15223,C-1647,1.0
TA-15224,C-1623,1.0
TA-15224,C-1630,1.0
TA-15224,C-1647,1.0
TA-15225,C-1623,1.0
TA-15225,C-1630,1.0
TA-15225,C-1647,1.0
TA-15226,C-1624,2.0
TA-15226,C-1631,2.0
TA-15227,C-1138,2.0
TA-15228,C-1620,2.0
TA-15228,C-1627,2.0
TA-15229,C-1620,2.0
TA-15229,C-1627,2.0
TA-15230,C-1624,2.0
TA-15230,C-1631,2.0
TA-15231,C-1621,2.0
TA-15231,C-1628,2.0
TA-15232,C-1621,2.0
TA-15232,C-1628,2.0
TA-15233,C-1621,2.0
TA-15233,C-1628,2.0
TA-15234,C-1621,2.0
TA-15234,C-1628,2.0
TA-15235,C-1625,2.0
TA-15235,C-1632,2.0
TA-15236,C-0144,1.0
TA-15237,C-1954,2.0
TA-15240,C-1625,1.0
TA-15240,C-1632,1.0
TA-15240,C-1649,1.0
TA-15241,C-1625,1.0
TA-15241,C-1632,1.0
TA-15241,C-1995,1.0
TA-15242,C-1845,1.0
TA-15242,C-1846,1.0
TA-15243,C-1845,1.0
TA-15243,C-1846,1.0
TA-15244,C-1622,2.0
TA-15244,C-1629,2.0
TA-15245,C-1621,2.0
TA-15245,C-1628,2.0
TA-15247,C-1622,2.0
TA-15247,C-1629,2.0
TA-15250,C-1621,1.0
TA-15250,C-1628,1.0
TA-15250,C-1638,1.0
TA-15251,C-1625,2.0
TA-15251,C-1632,2.0
TA-15254,C-0071,1.0
TA-15254,C-0275,1.0
TA-15255,C-1623,2.0
TA-15255,C-1630,2.0
TA-15256,C-1624,2.0
TA-15256,C-1631,2.0
TA-15257,C-1623,2.0
TA-15257,C-1630,2.0
TA-15258,C-1640,2.0
TA-15259,C-1623,2.0
TA-15259,C-1630,2.0
TA-15260,C-1624,1.0
TA-15260,C-1631,1.0
TA-15260,C-2014,1.0
TA-15260,C-1021,1.0
TA-15261,C-1623,1.0
TA-15261,C-1630,1.0
TA-15261,C-1640,1.0
TA-15262,C-1624,2.0
TA-15262,C-1631,2.0
TA-15263,C-1243,2.0
TA-15263,C-1244,2.0
TA-15264,C-1845,1.0
TA-15264,C-1846,1.0
TA-15264,C-1078,1.0
TA-15265,C-1845,1.0
TA-15265,C-1846,1.0
TA-15266,C-1845,1.0
TA-15266,C-1846,1.0
TA-15267,C-1845,1.0
TA-15267,C-1846,1.0
TA-15268,C-0161,1.0
TA-15268,C-0356,2.0
TA-15269,C-1625,2.0
TA-15269,C-1632,2.0
TA-15270,C-1625,1.0
TA-15270,C-1632,1.0
TA-15270,C-1642,1.0
TA-15271,C-1845,1.0
TA-15271,C-1846,1.0
TA-15272,C-1845,1.0
TA-15272,C-1846,1.0
TA-15273,C-1845,1.0
TA-15273,C-1846,1.0
TA-15274,C-1845,1.0
TA-15274,C-1846,1.0
TA-15275,C-1845,1.0
TA-15275,C-1846,1.0
TA-15276,C-1845,1.0
TA-15276,C-1846,1.0
TA-15278,C-1491,1.0
TA-15278,C-0977,1.0
TA-15279,C-1491,1.0
TA-15279,C-0977,1.0
TA-15281,C-1623,2.0
TA-15281,C-1630,2.0
TA-15282,C-1624,1.0
TA-15282,C-1631,1.0
TA-15282,C-2014,1.0
TA-15282,C-1021,1.0
TA-15283,C-1623,2.0
TA-15283,C-1630,2.0
TA-15284,C-1642,2.0
TA-15284,C-0930,2.0
TA-15284,C-1077,1.0
TA-15284,C-1079,1.0
TA-15285,C-1622,1.0
TA-15285,C-1629,1.0
TA-15285,C-1639,1.0
TA-15286,C-1622,2.0
TA-15286,C-1660,1.0
TA-15286,C-1035,1.0
TA-15287,C-1622,2.0
TA-15287,C-1660,1.0
TA-15287,C-1035,1.0
TA-15288,C-1535,1.0
TA-15288,C-1626,2.0
TA-15288,C-1633,2.0
TA-15289,C-0520,1.0
TA-15290,C-0520,2.0
TA-15292,C-1623,1.0
TA-15292,C-1630,1.0
TA-15292,C-1640,1.0
TA-15293,C-1629,2.0
TA-15293,C-2029,2.0
TA-15294,C-1629,2.0
TA-15294,C-2029,2.0
TA-15295,C-1628,2.0
TA-15295,C-0578,2.0
TA-15296,C-2022,1.0
TA-15297,C-2022,1.0
TA-15298,C-1642,2.0
TA-15299,C-1622,2.0
TA-15299,C-1629,2.0
TA-15300,C-1622,2.0
TA-15300,C-1629,2.0
TA-15301,C-1622,2.0
TA-15301,C-1629,2.0
TA-15302,C-1622,2.0
TA-15302,C-1629,2.0
TA-15303,C-1622,2.0
TA-15303,C-1629,2.0
TA-15304,C-1624,1.0
TA-15304,C-1631,1.0
TA-15304,C-1641,1.0
TA-15305,C-1622,2.0
TA-15305,C-1629,2.0
TA-15306,C-1625,2.0
TA-15306,C-1632,2.0
TA-15307,C-1427,1.0
TA-15308,C-1624,1.0
TA-15308,C-1631,1.0
TA-15308,C-2005,1.0
TA-15309,C-1624,2.0
TA-15309,C-1631,2.0
TA-15311,C-1625,1.0
TA-15311,C-1632,1.0
TA-15311,C-1995,1.0
TA-15312,C-1621,2.0
TA-15312,C-1628,2.0
TA-15313,C-1997,1.0
TA-15313,C-0544,1.0
TA-15313,C-0599,1.0
TA-15314,C-1625,2.0
TA-15314,C-1632,2.0
TA-15315,C-1845,1.0
TA-15315,C-1846,1.0
TA-15316,C-1845,1.0
TA-15316,C-1846,1.0
TA-15317,C-1845,1.0
TA-15317,C-1846,1.0
TA-15318,C-1845,1.0
TA-15318,C-1846,1.0
TA-15319,C-1644,2.0
TA-15320,C-1644,2.0
TA-15321,C-1423,1.0
TA-15321,C-1781,1.0
TA-15322,C-1423,1.0
TA-15322,C-1781,1.0
TA-15323,C-1781,2.0
TA-15325,C-1639,2.0
TA-15326,C-1639,2.0
TA-15327,C-1639,2.0
TA-15328,C-1638,2.0
TA-15329,C-1621,2.0
TA-15329,C-1628,2.0
TA-15330,C-1622,2.0
TA-15330,C-1629,2.0
TA-15331,C-1620,2.0
TA-15331,C-1627,2.0
TA-15332,C-1620,1.0
TA-15332,C-1627,1.0
TA-15332,C-1637,1.0
TA-15333,C-1622,2.0
TA-15333,C-1629,2.0
TA-15334,C-1625,2.0
TA-15334,C-1632,2.0
TA-15337,C-1845,1.0
TA-15337,C-1846,1.0
TA-15338,C-1845,1.0
TA-15338,C-1846,1.0
TA-15339,C-1845,1.0
TA-15339,C-1846,1.0
TA-15340,C-1845,1.0
TA-15340,C-1846,1.0
TA-15340,C-1078,1.0
TA-15341,C-1845,1.0
TA-15341,C-1846,1.0
TA-15342,C-1845,2.0
TA-15342,C-1846,2.0
TA-15343,C-1845,2.0
TA-15343,C-1846,2.0
TA-15344,C-1845,1.0
TA-15344,C-1846,1.0
TA-15345,C-1845,1.0
TA-15345,C-1846,1.0
TA-15346,C-1078,2.0
TA-15347,C-1845,1.0
TA-15347,C-1846,1.0
TA-15348,C-1845,1.0
TA-15348,C-1846,1.0
TA-15349,C-1845,1.0
TA-15349,C-1846,1.0
TA-15350,C-1621,2.0
TA-15350,C-1628,2.0
TA-15351,C-1621,2.0
TA-15351,C-1628,2.0
TA-15352,C-1946,1.0
TA-15353,C-1958,1.0
TA-15354,C-1427,1.0
TA-15355,C-1621,2.0
TA-15355,C-1628,2.0
TA-15356,C-1621,1.0
TA-15356,C-1628,1.0
TA-15356,C-1638,1.0
TA-15357,C-1621,1.0
TA-15357,C-1628,1.0
TA-15357,C-1638,1.0
TA-15358,C-1621,1.0
TA-15358,C-1628,1.0
TA-15358,C-1638,1.0
TA-15359,C-1621,1.0
TA-15359,C-1628,1.0
TA-15359,C-1638,1.0
TA-15360,C-1621,1.0
TA-15360,C-1628,1.0
TA-15360,C-1638,1.0
TA-15361,C-1621,1.0
TA-15361,C-1628,1.0
TA-15361,C-1638,1.0
TA-15362,C-1644,2.0
TA-15363,C-1644,1.0
TA-15363,C-1879,1.0
TA-15364,C-1623,1.0
TA-15364,C-1630,1.0
TA-15364,C-1640,1.0
TA-15365,C-1642,1.0
TA-15366,C-1623,1.0
TA-15366,C-1630,1.0
TA-15367,C-1623,1.0
TA-15367,C-1630,1.0
TA-15368,C-1623,1.0
TA-15368,C-1630,1.0
TA-15369,C-1845,1.0
TA-15369,C-1846,1.0
TA-15370,C-1845,2.0
TA-15370,C-1846,2.0
TA-15371,C-1845,1.0
TA-15371,C-1846,1.0
TA-15372,C-1845,1.0
TA-15372,C-1846,1.0
TA-15373,C-1845,1.0
TA-15373,C-1846,1.0
TA-15374,C-0710,1.0
TA-15375,C-1845,1.0
TA-15375,C-1846,1.0
TA-15376,C-0829,1.0
TA-15376,C-1013,1.0
TA-15377,C-1623,1.0
TA-15377,C-1630,1.0
TA-15378,C-1622,2.0
TA-15378,C-1629,2.0
TA-15379,C-1080,1.0
TA-15380,C-1080,1.0
TA-15381,C-1080,1.0
TA-15382,C-1080,1.0
TA-15384,C-1621,1.0
TA-15384,C-1628,1.0
TA-15386,C-1620,1.0
TA-15386,C-1627,1.0
TA-15386,C-1637,1.0
TA-15387,C-1620,2.0
TA-15387,C-1627,2.0
TA-15388,C-1620,2.0
TA-15388,C-1627,2.0
TA-15389,C-1620,2.0
TA-15389,C-1627,2.0
TA-15390,C-1620,2.0
TA-15390,C-1627,2.0
TA-15391,C-1620,2.0
TA-15391,C-1627,2.0
TA-15392,C-1620,2.0
TA-15392,C-1627,2.0
TA-15393,C-1620,2.0
TA-15393,C-1627,2.0
TA-15394,C-1620,2.0
TA-15394,C-1627,2.0
TA-15395,C-1620,2.0
TA-15395,C-1627,2.0
TA-15396,C-1620,1.0
TA-15396,C-1627,1.0
TA-15396,C-1637,1.0
TA-15397,C-1620,2.0
TA-15397,C-1627,2.0
TA-15398,C-1620,2.0
TA-15398,C-1627,2.0
TA-15399,C-1620,2.0
TA-15399,C-1627,2.0
TA-15400,C-1620,2.0
TA-15400,C-1627,2.0
TA-15401,C-1620,1.0
TA-15401,C-1627,1.0
TA-15401,C-1637,1.0
TA-15402,C-1622,2.0
TA-15402,C-1629,2.0
TA-15403,C-1622,2.0
TA-15403,C-1629,2.0
TA-15404,C-1622,1.0
TA-15404,C-1629,1.0
TA-15404,C-1639,1.0
TA-15405,C-1637,2.0
TA-15406,C-1620,1.0
TA-15406,C-1627,1.0
TA-15406,C-1637,1.0
TA-15407,C-1620,1.0
TA-15407,C-1627,1.0
TA-15407,C-1637,1.0
TA-15408,C-1620,1.0
TA-15408,C-1627,1.0
TA-15408,C-1637,1.0
TA-15409,C-1620,1.0
TA-15409,C-1627,1.0
TA-15409,C-1637,1.0
TA-15410,C-1620,2.0
TA-15410,C-1627,2.0
TA-15411,C-1620,2.0
TA-15411,C-1627,2.0
TA-15412,C-1845,1.0
TA-15412,C-1846,1.0
TA-15413,C-1845,1.0
TA-15413,C-1846,1.0
TA-15414,C-1845,1.0
TA-15414,C-1846,1.0
TA-15415,C-1845,1.0
TA-15415,C-1846,1.0
TA-15416,C-1624,2.0
TA-15416,C-1631,2.0
TA-15419,C-1776,1.0
TA-15425,C-1110,1.0
TA-15425,C-1111,1.0
TA-15426,C-1233,1.0
TA-15429,C-1845,1.0
TA-15429,C-1846,1.0
TA-15430,C-1845,1.0
TA-15430,C-1846,1.0
TA-15431,C-1845,1.0
TA-15431,C-1846,1.0
TA-15433,C-1110,1.0
TA-15435,C-1629,2.0
TA-15435,C-0579,2.0
TA-15436,C-1624,1.0
TA-15436,C-1631,1.0
TA-15436,C-1641,1.0
TA-15437,C-1623,1.0
TA-15437,C-1630,1.0
TA-15437,C-1640,1.0
TA-15438,C-1426,1.0
TA-15439,C-1623,1.0
TA-15439,C-1630,1.0
TA-15439,C-1640,1.0
TA-15440,C-1624,1.0
TA-15440,C-1631,1.0
TA-15440,C-1641,1.0
TA-15441,C-1640,2.0
TA-15442,C-1845,1.0
TA-15442,C-1846,1.0
TA-15443,C-1845,1.0
TA-15443,C-1846,1.0
TA-15444,C-1845,1.0
TA-15444,C-1846,1.0
TA-15445,C-1625,1.0
TA-15445,C-1632,1.0
TA-15445,C-1642,1.0
TA-15447,C-1621,2.0
TA-15447,C-1628,2.0
TA-15448,C-1624,1.0
TA-15448,C-1654,1.0
TA-15448,C-1041,1.0
TA-15448,C-1042,1.0
TA-15454,C-1622,2.0
TA-15454,C-1629,2.0
TA-15455,C-1622,1.0
TA-15455,C-1629,1.0
TA-15455,C-2004,1.0
TA-15456,C-1625,1.0
TA-15456,C-1632,1.0
TA-15456,C-1642,1.0
TA-15457,C-1624,1.0
TA-15457,C-1631,1.0
TA-15457,C-1641,1.0
TA-15458,C-1624,1.0
TA-15458,C-1631,1.0
TA-15458,C-1641,1.0
TA-15459,C-1623,1.0
TA-15459,C-1630,1.0
TA-15459,C-0683,1.0
